id,year,category,nominee,staff,company,producer,win
8237,2005, Sound Editing For Nonfiction Programming (Single Or Multi-Camera),The Amazing Race,"Michael Bolanowski, Sound Editor Heeyeon Chang, Sound Editor Chris Dalzell, Sound Editor Matt Deitrich, Supervising Sound Editor Evan Finn, Sound Editor Danny Flynn, Sound Editor Michael ""Mighty"" Friedman, Sound Editor Eric Goldfarb, Sound Editor Julian Gomez, Sound Editor Andrew Kozar,  Paul C. Nielsen, Sound Editor Jacob Parsons, Sound Editor Jeff Runyan, Sound Editor Eric Wilson, Sound Editor",CBS,World Race Productions Inc.,False
8238,2005, Sound Mixing For A Variety Or Music Series Or Special Or Animation,American Idol,"Andrew Fletcher, PA Mixer Chris Maddalone, Production Sound Mixer Brian Riordan, Re-Recording Mixer Boyd Wheeler, Sweetener",FOX,"FremantleMedia North America, Inc. and 19 TV Ltd.",False
8243,2005, Sound Mixing For Nonfiction Programming (single Or Multi-camera),Survivor,"Jonathan Andrews, Sound Mixer Molefi J. Chabane, Sound Mixer Christina Chin, Sound Mixer Terrance Dwyer, Re-Recording Mixer Dan Foster, Sound Mixer Steve Guercio, Sound Mixer Scott Hanlon, Sound Mixer Jeremy Ireland, Production Sound Mixer Tony Jensen, Sound Mixer Chris Kelly,  Drew Levinson, Sound Mixer Robert Mackay, Sound Mixer Terry Meehan, Sound Mixer Michael Ormsby, Sound Mixer Michael St. Hilaire, Sound Mixer Colette Stewart, Sound Mixer",CBS,Mark Burnett Productions,False
8246,2005, Sound Mixing For Nonfiction Programming (single Or Multi-camera),The Amazing Race,"Gary Azzinaro, Sound Kris Bagley, Sound Tyler Bender, Sound Stephen Crawley, Sound Heron Alencar,  Dean Gaveau, Sound Brian Johnson, Sound Peter Jones, Sound Will Minchin, Sound Gustavo Gama Rodrigues, Sound Troy Smith, Re-Recording Mixer Jim Ursulak, Lead Sound Barry Weissman, Sound",CBS,World Race Productions Inc.,False
8247,2005, Sound Mixing For Nonfiction Programming (single Or Multi-camera),American Idol,"Brian Riordan, Post-Sound Mixer",FOX,"FremantleMedia North America, Inc. and 19 TV Ltd.",False
8257,2005, Special Visual Effects For A Series,Battlestar Galactica,"Dustin Adair, VFX Animator Patricia Gannon, Lead Visual Effects Compositor Michael Gibson, VFX Coordinator Matt Gore, Facility VFX Coordinator Gary Hutzel, Visual Effects Supervisor Gabriel Koerner, CGI Model Maker Adam ""Mojo"" Lebowitz, VFX Animator Mark Shimer, Lead VFX Animator Lee Stringer, CGI Supervisor",Sci Fi,R+D TV in association with NBC Universal Television Studio,False
8258,2005, Special Visual Effects For A Series,Lost,"Laurent M. Abecassis, CGI Supervisor Archie Ahuna, Special Effects Supervisor Kevin Blank, Visual Effects Supervisor Steve Fong, Visual Effects Compositor Benoit Girard,  Kevin Kutchaver, Visual Effects Compositor Jonathan Spencer Levy, CGI Supervisor Bob Lloyd, Visual Effects Compositor Mitch Suskin, Visual Effects Supervisor",ABC,"Grass Skirts Productions, LLC in association with ABC Network and Studios",True
8259,2005, Special Visual Effects For A Series,Battlestar Galactica,"Tom Archer, Supervising Compositor Brenda Campbell, Lead Composite Artist Mike Gibson, Visual Effects Coordinator Jeremy Hoey, Lead Matte Artist Gary Hutzel, Visual Effects Supervisor Andrew Karr, 3D Supervisor Kirsten Meekison, Visual Effects Coordinator Daniel Osaki, Lead Model Maker Adrian Van der Park, Lead Animator",Sci Fi,R+D TV in association with NBC Universal Television Studio,False
8260,2005, Special Visual Effects For A Series,Stargate Atlantis,"Jose Burgos, Lead 3D Animator Michelle Comens, Visual Effects Producer Chris Doll, Lead Digital Compositing Debora Dunphy, Lead Digital Compositing Artist John Gajdecki, Visual Effects Supervisor Dan Mayer, Lead 3D Animator Jinnie Pak, Visual Effects Coordinator Wes Sargent, Lead 3D Animator Bruce Woloshyn, Digital Effects Supervisor",Sci Fi,"Pegasus Productions IV Inc., Metro-Goldwyn-Mayer Studios Inc.",False
8264,2005, Stunt Coordination,24,"Matt Taylor, Stunt Coordinator",FOX,Imagine Television and 20th Century Fox TV in association w/Teakwood Lane Productions,True
8265,2005, Stunt Coordination,ER,"Cort L. Hessler III, Stunt Coordinator",NBC,"Constant c Productions, Amblin Television in association with Warner Bros. Television",False
8273,2005," Technical Direction, Camerawork, Video For A Series",Late Show With David Letterman,"Daniel Campbell,  Al Cialino, Camera John Curtin, Camera Joe DeBonis, Camera David Dorsett, Camera Dan Flaherty, Camera Karin-Lucie Grzella, Camera John Hannel, Camera Steven Kaufman,  Timothy Kennedy,  John Pry, Camera George Rothweiler, Camera Fred Shimizu, Camera Claus Stuhlweissenburg, Camera William J. White, Senior Video Control Jack Young, Camera",CBS,Worldwide Pants Incorporated,True
8274,2005," Technical Direction, Camerawork, Video For A Series",Late Night With Conan O'Brien,"Gregory Aull, Technical Director Richard S. Carter, Camera Kenneth Decker, Camera Kurt Decker, Camera Carl M. Henry III, Video Control Eugene Huelsman, Camera Chris Matott, Camera James Palczewski, Camera",NBC,"Conaco, Broadway Video, in association with NBC Universal Television Studio",False
8275,2005," Technical Direction, Camerawork, Video For A Series",Saturday Night Live,"Michael Bennett, Camera Steven Cimino, Technical Director Eric A. Eisenstein, Camera Richard B. Fox, Camera Frank Grisanti, Senior Video Control Susan Noll, Senior Video Control Brian Phraner, Camera John Pinto, Camera",NBC,SNL Studios in association with Universal Television and Broadway Video,False
8277,2005," Writing For A Variety, Music Or Comedy Program",Late Show With David Letterman,"Michael Barrie, Writer Lee Ellenberg, Writer Matthew Flanagan, Writer Joe Grossman, Writer David Letterman, Writer David McHugh, Writer Jim Mulholland, Writer Gerard Mulligan, Writer Matt Roberts, Writer Tom Ruprecht, Writer Frank Sebastiano, Writer Eric Stangel, Head Writer Justin Stangel, Head Writer Jeremy Weiner, Writer Steve Young, Writer",CBS,Worldwide Pants Incorporated,False
8278,2005," Writing For A Variety, Music Or Comedy Program",Late Night With Conan O'Brien,"Chris Albers, Writer Jose Arroyo, Writer Andy Blitz, Writer Kevin Dorff, Writer Daniel J. Goor,  Michael Gordon, Writer Brian Kiley, Writer Michael Koman, Writer Brian McCann, Writer Guy Nicolucci, Writer Conan O'Brien,  Allison Silverman, Writer Frank Smiley, Writer Brian Stack, Writer Mike Sweeney, Head Writer Andrew Weinberg, Writer",NBC,"Conaco, Broadway Video, in association with NBC Universal Television Studio",False
8279,2005," Writing For A Variety, Music Or Comedy Program",The Daily Show With Jon Stewart,"Rich Blomquist, Writer Steve Bodow, Writer Tim Carvell, Writer Stephen Colbert, Writer Eric Drysdale, Writer J.R. Havlan, Writer Scott Jacobson, Writer David Javerbaum, Head Writer Ben Karlin, Writer Rob Kutner, Writer Chris Regan, Writer Jason Reich, Writer Jason Ross, Writer Jon Stewart, Writer",Comedy Central,"Central Productions, LLC",True
8281,2005," Writing For A Variety, Music Or Comedy Program",Real Time With Bill Maher,"Scott Carter, Writer David Feldman, Writer Brian Jacobsmeyer, Writer Jay Jaroch, Writer Chris Kelly, Writer Bill Maher, Writer Billy Martin, Head Writer Ned Rice, Writer Danny Vermont, Writer",HBO,Bill Maher Productions and Brad Grey Television in association with HBO Entertainment,False
8286,2005, Writing for Nonfiction Programming,Penn & Teller: Bullshit!,"Michael Goudeau, Special Material Written by Jon Hotchkiss, Writer Penn Jillette, Writer Star Price, Writer Teller, Writer",Showtime,"Showtime Presents in association with Penn & Teller, A Division of Buggs and Rudy Discount Corporation, Star Price Productions, The Wolper Organization",False
8295,2004, Lead Actress In A Drama Series,Law & Order: Special Victims Unit,"Mariska Hargitay, as Detective Olivia Benson",NBC,Wolf Films in association with Universal Media Studios,False
8298,2004, Lead Actress In A Drama Series,The Sopranos,"Edie Falco, as Carmela Soprano",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,False
8301,2004, Lead Actor In A Drama Series,24,"Kiefer Sutherland, as Jack Bauer",FOX,Imagine Television and 20th Century Fox TV in association w/Teakwood Lane Productions,False
8303,2004, Lead Actor In A Drama Series,The Sopranos,"James Gandolfini, as Tony Soprano",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,False
8307,2004, Supporting Actress In A Drama Series,The Sopranos,"Drea de Matteo, as Adriana La Cerva",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,True
8308,2004, Supporting Actress In A Drama Series,Deadwood,"Robin Weigert, as Calamity Jane",HBO,Red Board Productions and Paramount Television in association with HBO Entertainment,False
8311,2004, Supporting Actor In A Drama Series,The Sopranos,"Michael Imperioli, as Christopher Moltisanti",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,True
8312,2004, Supporting Actor In A Drama Series,The Sopranos,"Steve Buscemi, as Tony Blundetto",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,False
8313,2004, Supporting Actor In A Drama Series,Deadwood,"Brad Dourif, as Doc Cochran",HBO,Red Board Productions and Paramount Television in association with HBO Entertainment,False
8315,2004, Guest Actress In A Drama Series,Law & Order: Special Victims Unit,"Mare Winningham, as Sandra Blaine",NBC,Wolf Films in association with Universal Media Studios,False
8317,2004, Guest Actress In A Drama Series,Law & Order: Special Victims Unit,"Marlee Matlin, as Dr. Amy Solwey",NBC,Wolf Films in association with Universal Media Studios,False
8322,2004, Guest Actor In A Drama Series,ER,"Bob Newhart, as Ben Hollander",NBC,"Constant c Productions, Amblin Television in association with Warner Bros. Television",False
8324,2004, Writing for a Drama Series,The Sopranos,"Michael Caleo, Writer",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,False
8325,2004, Writing for a Drama Series,The Sopranos,"Matthew Weiner, Writer Terence Winter, Writer",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,False
8326,2004, Writing for a Drama Series,The Sopranos,"Terence Winter, Writer",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,True
8327,2004, Writing for a Drama Series,The Sopranos,"Mitchell Burgess, Writer Robin Green, Writer",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,False
8328,2004, Writing for a Drama Series,Deadwood: The Movie,"David Milch, Writer",HBO,Red Board Productions and Paramount Television in association with HBO Entertainment,False
8329,2004, Directing For A Drama Series,Nip/Tuck,"Ryan Murphy, Director",FX Networks,"The Shephard/Robin Company, in association with Warner Bros. Television",False
8330,2004, Directing For A Drama Series,ER,"Christopher Chulack, Director",NBC,"Constant c Productions, Amblin Television in association with Warner Bros. Television",False
8331,2004, Directing For A Drama Series,The Sopranos,"Allen Coulter, Director",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,False
8332,2004, Directing For A Drama Series,The Sopranos,"Tim Van Patten, Director",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,False
8333,2004, Directing For A Drama Series,Deadwood: The Movie,"Walter Hill, Director",HBO,Red Board Productions and Paramount Television in association with HBO Entertainment,True
8336,2004, Drama Series,24,"Jon Cassar, Producer Robert Cochran, Executive Producer Howard Gordon, Executive Producer Brian Grazer, Executive Producer Tim Iacofano, Producer Evan Katz, Co-Executive Producer Tony Krantz, Executive Producer Stephen Kronish, Producer Michael Loceff, Supervising Producer Joel Surnow, Executive Producer Kiefer Sutherland, Co-Executive Producer",FOX,Imagine Television and 20th Century Fox TV in association w/Teakwood Lane Productions,False
8337,2004, Drama Series,CSI: Crime Scene Investigation,"Josh Berman, Supervising Producer Jerry Bruckheimer, Executive Producer Danny Cannon, Executive Producer Cindy Chvatal, Executive Producer Elizabeth Devine, Producer Ann Donahue, Executive Producer Ken Fink, Producer Bruce Golin, Producer Richard Lewis, Producer Andrew Lipsitz, Co-Executive Producer Jonathan Littman, Executive Producer Carol Mendelsohn, Executive Producer Louis Milito, Producer William Petersen, Executvie Producer Naren Shankar, Co-Executive Producer Anthony E. Zuiker, Executive Producer",CBS,A CBS Paramount Network Television production in association with Jerry Bruckheimer Television,False
8338,2004, Drama Series,The Sopranos,"Henry J. Bronchtein, Co-Executive Producer Martin Bruestle, Producer Mitchell Burgess, Executive Producer David Chase, Executive Producer Robin Green, Executive Producer Brad Grey, Executive Producer Ilene S. Landress, Executive Producer Matthew Weiner, Supervising Producer Terence Winter, Executive Producer",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,True
8344,2004, Lead Actor In A Comedy Series,Monk,"Tony Shalhoub, as Adrian Monk",USA,Universal Cable Productions in association with Mandeville Films and ABC Studios,False
8347,2004, Lead Actor In A Comedy Series,Curb Your Enthusiasm,"Larry David, as Himself",HBO,HBO Entertainment,False
8354,2004, Supporting Actor In A Comedy Series,Arrested Development,"Jeffrey Tambor, as George Bluth, Sr.",FOX,Produced by Imagine TV and 20th Century Fox Television for Netflix,False
8365,2004, Guest Actor In A Comedy Series,Monk,"John Turturro, as Ambrose Monk",USA,Universal Cable Productions in association with Mandeville Films and ABC Studios,True
8369,2004, Writing for a Comedy Series,Arrested Development,"Mitchell Hurwitz, Writer",FOX,Produced by Imagine TV and 20th Century Fox Television for Netflix,True
8373,2004, Writing for a Comedy Series,Scrubs,"Garrett Donovan, Writer Neil Goldman, Writer",NBC,ABC Studios,False
8374,2004, Directing For A Comedy Series,Curb Your Enthusiasm,"Bryan Gordon, Director",HBO,HBO Entertainment,False
8375,2004, Directing For A Comedy Series,Curb Your Enthusiasm,"Robert B. Weide, Director",HBO,HBO Entertainment,False
8376,2004, Directing For A Comedy Series,Curb Your Enthusiasm,"Larry Charles, Director",HBO,HBO Entertainment,False
8378,2004, Directing For A Comedy Series,Arrested Development,"Joe Russo, Director Anthony Russo, Director",FOX,Produced by Imagine TV and 20th Century Fox Television for Netflix,True
8379,2004, Comedy Series,Arrested Development,"Barbie Adler,  Brian Grazer, Executive Producer Ron Howard, Executive Producer Victor Hsu, Produced by Mitchell Hurwitz, Executive Producer John Levenstein, Co-Executive Producer Chuck Martin, Supervising Producer David Nevins, Executive Producer Richard Rosenstock, Co-Executive Producer",FOX,Produced by Imagine TV and 20th Century Fox Television for Netflix,True
8382,2004, Comedy Series,Curb Your Enthusiasm,"Larry Charles, Executive Producer Larry David, Executive Producer Jeff Garlin, Executive Producer Tim Gibbons, Produced by Gavin Polone, Executive Producer Robert B. Weide, Executive Producer",HBO,HBO Entertainment,False
8415,2004, Choreography,MADtv,"Monie Adamson, Choreographer",FOX,Girl Group Co.,False
8418,2004," Variety, Music Or Comedy Series",Late Show With David Letterman,"Jude Brennan, Executive Producer Rob Burnett, Executive Producer Jerry Foley, Producer Barbara Gaines, Executive Producer Maria Pope, Executive Producer Matt Roberts, Producer Sheila Rogers, Producer Eric Stangel, Producer Justin Stangel, Producer",CBS,Worldwide Pants Incorporated,False
8420,2004," Variety, Music Or Comedy Series",The Daily Show With Jon Stewart,"Stewart Bailey, Co-Executive Producer Kahane Corn, Supervising Producer David Javerbaum, Supervising Producer Ben Karlin, Executive Producer Jon Stewart, Executive Producer",Comedy Central,"Central Productions, LLC",True
8421,2004," Variety, Music Or Comedy Series",Late Night With Conan O'Brien,"Daniel Ferguson, Supervising Producer Tracy King, Producer Lorne Michaels, Executive Producer Jeff Ross, Executive Producer Frank Smiley, Supervising Producer",NBC,"Conaco, Broadway Video, in association with NBC Universal Television Studio",False
8422,2004," Variety, Music Or Comedy Series",Saturday Night Live,"Ken Aymong, Supervising Producer Steve Higgins, Produced by Marci Klein, Producer Lorne Michaels, Executive Producer Michael Shoemaker, Producer",NBC,SNL Studios in association with Universal Television and Broadway Video,False
8428,2004, Nonfiction Series,Inside The Actors Studio,"Christian Barcellos, Executive Producer for Bravo Frances Berwick, Executive Producer for Bravo Alice Christian, Producer Mike Kostel, Producer James Lipton, Executive Producer/Host John Servidio, Producer",Bravo,In The Moment Productions,False
8430,2004, Nonfiction Series,American Masters,"George Feltenstein, Executive Producer John Fricke, Producer Prudence Glass, Series Producer Susan Lacy, Executive Producer/Producer Roger Mayer, Executive Producer Julie Sacks, Supervising Producer",PBS,A Production of American Masters for THIRTEEN,True
8432,2004, Nonfiction Series,Biography,"Maro Chermayeff, Supervising Producer Eliza Kurtz, Producer Deirdre O'Hearn, Executive Producer Steve Stern, Producer Joe Townley, Executive Producer",A&E,"Pangolin Pictures for BIO, The Biography Channel",False
8441,2004, Animated Program (for programming less than one hour),SpongeBob SquarePants,"Derek Drymon, Supervising Producer Juli Hashiguchi, Sheet Timer Stephen Hillenburg, Executive Producer Kent Osborne, Written by Andrew Overtoom, Animation Director Alan Smart, Supervising Director Paul Tibbitt, Written by",Nickelodeon,Nickelodeon Animation Studio,False
8443,2004, Animated Program (for programming less than one hour),South Park,"Frank Agnone,  Anne Garefino, Executive Producer Jennifer Howell, Supervising Producer Trey Parker, Executive Producer/Written by/Directed by Matt Stone, Executive Producer Eric Stough, Director of Animation",Comedy Central,Central Productions,False
8444,2004, Animated Program (for programming less than one hour),Futurama,"Stephanie Arnett, Assistant Director David X. Cohen, Executive Producer Brian J. Cowan, Producer David A. Goodman, Co-Executive Producer Matt Groening, Executive Producer Eric Kaplan, Supervising Producer Claudia Katz, Produced By Ken Keeler, Executive Producer Rich Moore, Supervising Director Bill Odenkirk, Supervising Producer Michael Rowe, Producer Brian Sheesley, Director Gregg Vanzo, Animation Executive Producer Scott Vanzo, Director of Computer Graphics Patric M. Verrone, Supervising Producer/Written By Brian Sheesley, ",FOX,The Curiosity Company in association with 20th Century Fox Television,False
8445,2004, Animated Program (for programming less than one hour),The Simpsons,"Mike B. Anderson, Director Norm Auble, Assistant Director Laurie Biernacki, Animation Producer James L. Brooks, Executive Producer Patrick Buchanan, Timer J. Stewart Burns, Written By Kevin Curran, Co-Executive Producer John Frink, Co-Executive Producer Dana Gould, Co-Executive Producer Dan Greaney, Co-Executive Producer Matt Groening, Executive Producer Al Jean, Executive Producer Brian Kelley, Co-Executive Producer/Writer Tim Long, Co-Executive Producer IAN MAXTONE-GRAHAM, Co-Executive Producer Carolyn Omine, Co-Executive Producer Don Payne, Co-Executive Producer Rick Polizzi, Animation Producer Michael Price, Co-Executive Producer/Writer Jim Reardon, Supervising Director Matt Selman, Co-Executive Producer",FOX,Gracie Films in association with 20th Century Fox Television,False
8454,2004, Art Direction For A Multi-Camera Series,Arrested Development,"Ellen Brill, S.D.S.A. Charisse Cardenas, Art Director Denny Dugally, Production Designer",FOX,Produced by Imagine TV and 20th Century Fox Television for Netflix,False
8456,2004, Art Direction For A Multi-Camera Series,Two And A Half Men,"John Shaffner, Production Designer/Art Director Ann Shea, S.D.S.A.",CBS,"Chuck Lorre Productions, Inc., The Tannenbaum Company in association with Warner Bros. Television",False
8460,2004, Art Direction For A Single-Camera Series,The Sopranos,"Scott P. Murphy, Art Director Bob Shaw, Production Designer Janet Shaw, Set Decorator",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,False
8462,2004, Art Direction For A Single-Camera Series,Deadwood: The Movie,"John Brown, Set Decorator Maria Caso, Production Designer James J. Murakami, Art Director",HBO,Red Board Productions and Paramount Television in association with HBO Entertainment,False
8463,2004, Art Direction For A Variety Music Program Or Special,MADtv,"D Martyn Bookwalter, Art Decorator Daryn Reid Goodall,  John Sabato, Production Designer",FOX,Girl Group Co.,False
8467,2004, Art Direction For A Variety Music Program Or Special,Saturday Night Live,"N. Joseph DeTullio, Art Director Eugene Lee, Production Designer Keith Ian Raywood, Production Designer Akira Yoshimura, Production Designer",NBC,SNL Studios in association with Universal Television and Broadway Video,False
8468,2004, Casting For A Comedy Series,Arrested Development,"Deborah Barylski, Casting by Geraldine Leder, Casting by",FOX,Produced by Imagine TV and 20th Century Fox Television for Netflix,True
8470,2004, Casting For A Comedy Series,Monk,"Anya Colloff, Casting by Lonnie Hamerman, Casting by Meg Liberman, C.S.A. Sandi Logan, Casting by Amy McIntyre Britt, Casting by Cami Patton, C.S.A.",USA,Universal Cable Productions in association with Mandeville Films and ABC Studios,False
8471,2004, Casting For A Comedy Series,Curb Your Enthusiasm,"Allison Jones, Casting by",HBO,HBO Entertainment,False
8475,2004, Casting For A Drama Series,The Sopranos,"Sheila Jaffe, Casting by Georgianne Walken, Casting by",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,False
8476,2004, Casting For A Drama Series,Deadwood: The Movie,"Libby Goldstein, Casting by Junie Lowry-Johnson, ",HBO,Red Board Productions and Paramount Television in association with HBO Entertainment,False
8477,2004, Casting For A Drama Series,24,"Peggy Kennedy, Casting by Debi Manwiller, Casting by",FOX,Imagine Television and 20th Century Fox TV in association w/Teakwood Lane Productions,True
8494,2004, Cinematography For A Multi-camera Series,Two And A Half Men,"Steven V. Silver, ",CBS,"Chuck Lorre Productions, Inc., The Tannenbaum Company in association with Warner Bros. Television",False
8501,2004, Cinematography For A Single-camera Series,CSI: Crime Scene Investigation,"Frank Byers, Director of Photography",CBS,A CBS Paramount Network Television production in association with Jerry Bruckheimer Television,False
8502,2004, Cinematography For A Single-camera Series,The Sopranos,"Phil Abraham, Director of Photography",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,False
8504,2004, Cinematography For Nonfiction Programming (Single Or Multi-Camera),Survivor,"Michael Applebaum, Camera Derek Carver, Camera Paulo Castillo, Camera David Chapiro, Camera Bennie Cronje, Camera Justine Evans, Low Light Camera Operator Russell Fill, Camera Kevin Garrison, Camera James J. Harrington, Camera Mark Hryma, Director of Aerial Photography Derek Lovie, Director of Aerial Photography Mark ""Ninja"" Lynch, Director of Photography Vince Monteleone, Camera Paul Moss, Camera Michael Murray, Director of Photography David Parkinson,  Alan Pierce, Camera Peter Pilafian, Camera John Tattersall, Camera George Waterman, Camera Jeff Watt, Camera Peter Wery, Camera  Michael Yelseth, Camera",CBS,Mark Burnett Productions,False
8506,2004, Cinematography For Nonfiction Programming (Single Or Multi-Camera),The Amazing Race,"John Armstrong, Camera Tom Cunningham, Camera Herbert ""Chip"" Goebert, Camera Per Larsson, Camera Loy Norrix, Camera Dave Ross, Camera Uri Sharon, Camera Scott Shelley, Camera Brett Smith, Camera Jeff Taylor, Camera Scott Walker, Camera Peter Wery, Lead Camera",CBS,World Race Productions Inc.,False
8521,2004, Costumes For A Series,The Sopranos,"Lorraine Calvert, Assistant Costume Designer Elizabeth Feldbauer, Costume Supervisor Barbara J. Hause, Costume Supervisor Juliet Polcsa, Costume Designer Lauren Press, Assistant Costume Designer",HBO,Chase Films and Brad Grey Television in association with HBO Entertainment,False
8522,2004, Costumes For A Series,Deadwood: The Movie,"Katherine Jane Bryant, Costume Designer LE DAWSON, Costume Supervisor Beth Morgan, Assistant Costume Designer",HBO,Red Board Productions and Paramount Television in association with HBO Entertainment,False
8525,2004," Directing For A Variety, Music Or Comedy Program",Late Show With David Letterman,"Jerry Foley, Director",CBS,Worldwide Pants Incorporated,False
8528,2004," Directing For A Variety, Music Or Comedy Program",The Daily Show With Jon Stewart,"Chuck O'Neil, Director",Comedy Central,"Central Productions, LLC",False
8534,2004, Directing For Nonfiction Programming,American Masters,"Susan Lacy, Director",PBS,A Production of American Masters for THIRTEEN,False
8542,2004, Hairstyling For A Series,Deadwood: The Movie,"Susan Carol Schwary,  Josee Normand, Department Head Hairstylist Ellen Powell, Hairstylist Peter Tothpal, Key Hairstylist",HBO,Red Board Productions and Paramount Television in association with HBO Entertainment,False
8543,2004, Hairstyling For A Series,MADtv,"Mishell Chandler, Key Hairstylist Anthea Grutsis, Hairstyling Crew Matthew Kasten, Department Head Hairstylist Desmond Miller, Hairstyling Crew",FOX,Girl Group Co.,False
8546,2004, Hairstyling For A Series,Saturday Night Live,"MichaelAnthony, Hair Clariss Morgan, Hair Linda Rice, Hair",NBC,SNL Studios in association with Universal Television and Broadway Video,False
8550,2004, Individual Performance In A Variety Or Music Program,Real Time With Bill Maher,"Bill Maher, Host",HBO,Bill Maher Productions and Brad Grey Television in association with HBO Entertainment,False
8553,2004," Lighting Direction (Electronic, Multi-Camera) For A VMC Programming",Late Show With David Letterman,"Steven Brill, Lighting Designer Tim Stephenson, Lighting Director",CBS,Worldwide Pants Incorporated,False
8558,2004," Lighting Direction (Electronic, Multi-Camera) For A VMC Programming",American Idol,"Matthew Firestone, Lighting Director George Harvey, Lighting Director Kieran Healy, Lighting Designer",FOX,"FremantleMedia North America, Inc. and 19 TV Ltd.",False
8566,2004, Main Title Design,Nip/Tuck,"Eric Anderson, Title Designer Vince Haycock, Title Designer Paul Matthaeus, Title Designer Paul Schneider, Title Designer",FX Networks,"The Shephard/Robin Company, in association with Warner Bros. Television",False
8569,2004, MAIN TITLE THEME MUSIC,Monk,"RANDY NEWMAN, Theme by",USA,Universal Cable Productions in association with Mandeville Films and ABC Studios,True
8570,2004, MAIN TITLE THEME MUSIC,Nip/Tuck,"Jeffrey Cain, Theme by Cedric Lemoyne, Theme by Gregory Slay, Theme by",FX Networks,"The Shephard/Robin Company, in association with Warner Bros. Television",False
8572,2004, MAIN TITLE THEME MUSIC,Deadwood: The Movie,"David Schwartz, Composer",HBO,Red Board Productions and Paramount Television in association with HBO Entertainment,False
8573,2004, MAIN TITLE THEME MUSIC,Two And A Half Men,"Lee Aronsohn, Theme by Grant Geissman, Theme by Chuck Lorre, Theme by",CBS,"Chuck Lorre Productions, Inc., The Tannenbaum Company in association with Warner Bros. Television",False
8581,2004, Makeup For A Series (non-prosthetic),Nip/Tuck,"Thomas R. Burman, Special Effects Makeup Bari Dreiband-Burman, Special Effects Makeup Stephanie Fowler, Makeup Artist Eryn Krueger Mekash, ",FX Networks,"The Shephard/Robin Company, in association with Warner Bros. Television",False
8583,2004, Makeup For A Series (non-prosthetic),CSI: Crime Scene Investigation,"John Goodwin, Special Effects Makeup Melanie Levitt, Makeup Nick Pagliaro, Department Head Makeup Jackie Tichenor, Makeup",CBS,A CBS Paramount Network Television production in association with Jerry Bruckheimer Television,False
8584,2004, Makeup For A Series (non-prosthetic),Deadwood: The Movie,"Adam Brandy, Assistant Department Head Makeup Brian McManus, Makeup Artist Deborah McNulty, Makeup Artist John Rizzo, Department Head Makeup",HBO,Red Board Productions and Paramount Television in association with HBO Entertainment,False
8605,2004, MUSIC AND LYRICS,The Simpsons,"Alf Clausen, Music by Dana Gould, Lyrics by",FOX,Gracie Films in Association with 20th Century Fox Television,False
8606,2004, MUSIC AND LYRICS,Futurama,"Ken Keeler, Music and Lyrics",FOX,The Curiosity Company in association with 20th Century Fox Television,False
8615,2004, MUSIC COMPOSITION FOR A SERIES (DRAMATIC UNDERSCORE),The Simpsons,"Alf Clausen, Music by",FOX,Gracie Films in Association with 20th Century Fox Television,False
8619,2004, MUSIC COMPOSITION FOR A SERIES (DRAMATIC UNDERSCORE),24,"Sean Callery, Music by",FOX,Imagine Television and 20th Century Fox TV in association w/Teakwood Lane Productions,False
8622,2004, Music Direction,Christmas In Washington,"Ian Fraser, Music Director",TNT,New Liberty Productions and The Stevens Co.,False
8623,2004, Music Direction,The Kennedy Center Honors,"Elliot Lawrence, Music Director",CBS,A Stevens Company Production,False
8626,2004, Picture Editing For Nonfiction Programming (Single Or Multi-Camera),Survivor,"H.A. Arnarson, Editor Tim Atzinger, Editor Lane Baker, Editor Brian Barefoot, Editor Paul J. Coyne, Editor Mitchell Danton, Editor Sean Foley, Editor JERRY U. FRIZELL, A.C.E. MICHAEL GREER, Editor David Handman, Editor Bryan Horne,  Ricky Kreitman, Editor Ivan Ladizinsky, Editor Bob Mathews, Editor Evan Mediuch, Editor Joubin Mortazavi, Editor Geoffrey Rowland, A.C.E. James M. Smith, Editor",CBS,Mark Burnett Productions,False
8627,2004, Picture Editing For Nonfiction Programming (Single Or Multi-Camera),Survivor,"Lane Baker, Editor Brian Barefoot, Editor Sean Foley, Editor JERRY U. FRIZELL, A.C.E. Mike Greer, Editor David Handman, Editor Bryan Horne,  Ivan Ladizinsky, Editor Bob Mathews, Editor Evan Mediuch, Editor Joubin Mortazavi, Editor James M. Smith, Editor Eric Van Wagenen, Editor",CBS,Mark Burnett Productions,False
